t,lat,lon,speed,course
0.0,55.9533,-3.1883,0.0,90.0
1.0,55.9533,-3.18826149190301,2.4,90.0
2.0,55.9533,-3.18818447570903,4.8,90.0
3.0,55.9533,-3.1880689514180602,7.199999999999999,90.0
4.0,55.9533,-3.1879149190301,9.6,90.0
5.0,55.9533,-3.1877223785451503,12.0,90.0
6.0,55.9533,-3.187529838060201,12.0,90.0
7.0,55.9533,-3.187337297575251,12.0,90.0
8.0,55.9533,-3.187144757090301,12.0,90.0
9.0,55.9533,-3.186952216605351,12.0,90.0
10.0,55.9533,-3.1867596761204013,12.0,90.0
11.0,55.95326668878968,-3.1865765592375395,12.0,108.0
12.0,55.95320543915865,-3.186425982997257,11.6,126.0
13.0,55.95312404326989,-3.186320355370236,11.2,144.0
14.0,55.95303177404265,-3.186266806916477,10.8,162.0
15.0,55.95293834968045,-3.186266806916477,10.4,180.0
16.0,55.95284851856295,-3.186266806916477,10.0,180.0
17.0,55.95275868744545,-3.186266806916477,10.0,180.0
18.0,55.95266885632795,-3.186266806916477,10.0,180.0
19.0,55.952579025210454,-3.186266806916477,10.0,180.0
20.0,55.95249461157222,-3.1862119296462614,10.0,160.0
21.0,55.95242304435871,-3.1861046686932513,10.4,140.0
22.0,55.95237453555526,-3.18595459823715,10.8,120.0
23.0,55.95235706466423,-3.1857776238989595,11.2,100.0
24.0,55.952375159515654,-3.18559432904869,11.6,80.0
25.0,55.95239387832748,-3.185404713686343,12.0,80.0
26.0,55.9524125971393,-3.1852150983239955,12.0,80.0
27.0,55.95243131595112,-3.1850254829616484,12.0,80.0
28.0,55.95245003476294,-3.184835867599301,12.0,80.0
29.0,55.95246875357476,-3.184646252236954,12.0,80.0
30.0,55.952487472386586,-3.1844566368746063,12.0,80.0
31.0,55.952476204496186,-3.184265151146579,12.0,96.0
32.0,55.95243716895465,-3.1840925813985494,11.6,112.0
33.0,55.95237522672932,-3.1839509723574144,11.2,128.0
34.0,55.95229673783658,-3.183849117145644,10.8,144.0
35.0,55.95220894765283,-3.1837920447846195,10.4,160.0
36.0,55.952124534014594,-3.1837371675144044,10.0,160.0
37.0,55.95204012037637,-3.183682290244189,10.0,160.0
38.0,55.95195570673813,-3.1836274129739732,10.0,160.0
39.0,55.951871293099906,-3.183572535703758,10.0,160.0
40.0,55.95179861819922,-3.183478225322489,10.0,144.0
41.0,55.95174146912228,-3.183347574123822,10.333333333333334,128.0
42.0,55.951705574371445,-3.1831888892980484,10.666666666666666,112.0
43.0,55.95169524547191,-3.183013360714023,11.0,96.0
44.0,55.95171292434974,-3.182834279538473,11.333333333333334,80.0
45.0,55.951758866948076,-3.1826660323591938,11.666666666666666,64.0
46.0,55.95180612219207,-3.182492978117649,12.0,64.0
47.0,55.95184550156206,-3.1823487662496954,10.0,64.0
48.0,55.95187700505806,-3.1822333967553327,8.0,64.0
49.0,55.95190063268006,-3.1821468696345603,6.0,64.0
50.0,55.95191638442805,-3.1820891848873787,4.0,64.0
51.0,55.95192426030206,-3.182060342513788,2.0,64.0
