t,lat,lon,speed,course
0.0,51.45450092147235,-2.5878568743794594,0.0,93.65351311991485
1.0,51.454536644292325,-2.587851907455297,2.247176321024804,83.84333617960394
2.0,51.45453300541894,-2.587805098935098,4.089143193053212,91.91612795061769
3.0,51.45448624756351,-2.5876917282330445,6.017186962494997,90.1392744553219
4.0,51.45449196991975,-2.5876143323691907,8.218966200333556,92.63650004836214
5.0,51.45448578734658,-2.5874673870400544,9.304999223872768,90.77125849999678
6.0,51.454515353746615,-2.587320191440775,11.411913358677088,93.65451725517235
7.0,51.45449848910064,-2.587092290953289,13.137134369851795,90.06348751830353
8.0,51.45452012807087,-2.586937361074764,15.434340914282258,88.96754111101504
9.0,51.45445021582468,-2.5866115680887742,17.699629096595107,91.16096984267944
10.0,51.454542217448115,-2.586388954605144,19.326748967452218,90.86421372267547
11.0,51.45449740121739,-2.586107690129532,21.415430686605934,89.2863212851933
12.0,51.45451833574704,-2.5857102747646197,22.626769400747005,89.50539235602363
13.0,51.454496319628085,-2.585290532714708,25.17745258309683,91.43888135637066
14.0,51.454489783545625,-2.584931966561113,26.794583691288878,91.408631987724
15.0,51.45451248051092,-2.584577794667097,29.532616816173842,89.01213153952963
16.0,51.45452222009148,-2.5841072409863046,29.26605472293764,89.26457255196
17.0,51.45449454195462,-2.5837390109546807,29.28480484497741,86.38641922082694
18.0,51.45449588251405,-2.5833066676725487,28.98264351124971,93.35841493497693
19.0,51.454518479121745,-2.5828793689024017,29.18385868228403,89.55141824321424
20.0,51.45447654489826,-2.582565392436367,29.19736704861635,92.67455486099082
21.0,51.45445918837127,-2.5820388273536787,28.89667920007383,90.83493118761437
22.0,51.45451064449864,-2.5816735794897103,28.850788389351244,93.88792554924983
23.0,51.454481928696815,-2.5812411488073397,28.965568164977938,93.07421995225633
24.0,51.45444824809765,-2.580856688824806,28.81836439719487,90.6365968787058
25.0,51.4544780617949,-2.5804404492302564,28.821698174748544,92.96152683971687
26.0,51.45448739855663,-2.579997592198171,28.914987387318813,88.09975295678005
27.0,51.45446784398642,-2.5795030293374173,28.781474681844966,92.51723628597803
28.0,51.45445977909044,-2.5790486186123025,29.22989833578362,87.03915274481562
29.0,51.45450098736509,-2.578703698245487,28.52117409986137,90.68647273514853
30.0,51.45452418027102,-2.5782373272211654,29.247068638584707,92.12975293842048
31.0,51.45449371724548,-2.5778778982626673,28.812330058922466,90.44726428329754
32.0,51.45447996058132,-2.577531107238341,28.836218013291766,89.26572500552203
