t,lat,lon,speed,course
0.0,51.5326,-0.105,0.0,90.0
1.0,51.5326,-0.10497593217647982,1.6666666666666667,90.0
2.0,51.5326,-0.10492779652943947,3.3333333333333335,90.0
3.0,51.5326,-0.10485559305887894,5.0,90.0
4.0,51.5326,-0.10478338958831841,5.0,90.0
5.0,51.5326,-0.10471118611775788,5.0,90.0
6.0,51.5326,-0.10463898264719736,5.0,90.0
7.0,51.5326,-0.10456677917663684,5.0,90.0
8.0,51.5326,-0.10449457570607631,5.0,90.0
9.0,51.5326,-0.10445847397079605,2.5,90.0
10.0,51.5326,-0.10445847397079605,0.0,90.0
11.0,51.5326,-0.10445847397079605,0.0,90.0
12.0,51.5326,-0.10445847397079605,0.0,90.0
13.0,51.5326,-0.10445847397079605,0.0,90.0
14.0,51.5326,-0.10445847397079605,0.0,90.0
15.0,51.5326,-0.10445847397079605,0.0,90.0
16.0,51.5326,-0.10445847397079605,0.0,90.0
17.0,51.5326,-0.10445847397079605,0.0,90.0
18.0,51.5326,-0.10445847397079605,0.0,90.0
19.0,51.5326,-0.10443440614727587,1.6666666666666667,90.0
20.0,51.5326,-0.10438627050023552,3.3333333333333335,90.0
21.0,51.5326,-0.104314067029675,5.0,90.0
22.0,51.5326,-0.10424186355911447,5.0,90.0
23.0,51.5326,-0.10416966008855394,5.0,90.0
24.0,51.5326,-0.10409745661799341,5.0,90.0
25.0,51.5326,-0.10402525314743288,5.0,90.0
26.0,51.5326,-0.10395304967687236,5.0,90.0
27.0,51.5326,-0.10391694794159209,2.5,90.0
28.0,51.5326,-0.10391694794159209,0.0,90.0
29.0,51.5326,-0.10391694794159209,0.0,90.0
30.0,51.5326,-0.10391694794159209,0.0,90.0
31.0,51.5326,-0.10391694794159209,0.0,90.0
32.0,51.5326,-0.10391694794159209,0.0,90.0
33.0,51.5326,-0.10391694794159209,0.0,90.0
34.0,51.5326,-0.10391694794159209,0.0,90.0
35.0,51.5326,-0.10391694794159209,0.0,90.0
