t,lat,lon,speed,course
0.0,53.480865639833276,-2.242637581348624,0.20865593101145055,87.13825395428182
1.0,53.48068938800179,-2.242604953238705,1.9561577494923805,88.12690456736057
2.0,53.48083442558302,-2.242454180637024,4.027952900115688,90.78787671360077
3.0,53.480802502235996,-2.2423260441777164,5.8725088284477405,88.951826744196
4.0,53.48084736794913,-2.2422256749868197,8.894030350925194,91.05123240903502
5.0,53.48081385660259,-2.2422865064501316,9.374281911783337,91.61464724681869
6.0,53.48086565787379,-2.2420462207401064,9.009921787040788,87.11293722340073
7.0,53.480801140630945,-2.2419175999002596,9.153553208304247,92.03412757778437
8.0,53.480781450612845,-2.2417898343417435,9.306971464099039,88.80870270493001
9.0,53.480820858243675,-2.241605686807969,8.735356245582032,94.18816997180528
10.0,53.4808155266569,-2.241335461638778,9.795686009150863,91.45737788308683
11.0,53.48078717788871,-2.2413279104590877,8.736927524323086,88.92202113883785
12.0,53.480791113768525,-2.2412178985490643,9.112065918656361,90.40297558045256
13.0,53.48082585126404,-2.241040723548719,6.821874245434856,90.42995583735579
14.0,53.480825307797126,-2.2410334567184176,2.965724276354508,90.65903621883886
15.0,53.48078225173445,-2.241030346513007,0.034288354112712575,92.78652098638243
16.0,53.4807867871461,-2.2410790956864792,0.0,91.06568803243825
17.0,53.48073507760009,-2.2410377242403072,0.10035794508132227,93.32127508113568
18.0,53.48086033803333,-2.2410113954709985,0.0,91.26844022831368
19.0,53.4807919406799,-2.241153040608699,0.0,89.64451783302133
20.0,53.4808480516504,-2.241134860865871,0.5082279606533724,86.95118423159802
21.0,53.48081500056033,-2.240972146202688,0.06339783984108883,86.87892059840748
22.0,53.48086985133937,-2.240948993347646,2.427880444814326,90.40957495353197
23.0,53.48085523212275,-2.240955011027833,5.111878546115127,91.38195716759512
24.0,53.480811437241805,-2.240872804712678,7.624382044192383,92.88661118254568
25.0,53.48085320745311,-2.2406714537113506,10.045630979161444,88.77339660833414
26.0,53.48076585973692,-2.240581371165177,10.173576359872298,90.15554790207632
27.0,53.480845225229714,-2.2403788790764274,9.502120959850641,88.37404329995938
28.0,53.480746804756464,-2.2401076946574587,10.177376583967227,89.15533326446307
29.0,53.48081233332259,-2.2400484623102974,9.797941968468004,85.44110230211726
30.0,53.480838263617294,-2.2398350616545772,10.235740791107713,91.47768490906569
31.0,53.48080803565008,-2.2397679725135493,9.993625990834195,88.55478935264858
32.0,53.48078680785134,-2.2396567479467264,4.7005451480678575,89.85460947222168
33.0,53.480771054256394,-2.239595375473625,0.0,90.89146593584955
34.0,53.48078768235663,-2.2397597194155927,0.0,90.6781769638541
35.0,53.48083776949848,-2.239700034924486,0.30381952669657025,87.37153629610421
36.0,53.48083201004119,-2.239688527483462,0.0,93.03633549757805
37.0,53.4807905809751,-2.2396620273499765,0.2559275147035781,91.51462810715525
38.0,53.48075522801483,-2.2395852413008734,0.0,91.00027000598273
39.0,53.480824218370174,-2.2396376607212662,0.48582520185509775,88.68080502199147
40.0,53.480747902481625,-2.2397355203369185,2.159681608514723,86.79144892098392
41.0,53.480780925084275,-2.239593521920182,4.909579751991747,86.73968402855421
42.0,53.480773595818285,-2.2395292261643944,7.006215403428186,89.58316275013436
43.0,53.48080578233413,-2.2393995313506894,8.669716459535863,105.32134282540329
44.0,53.48074712924506,-2.2391041198644825,9.09694634554906,118.59327894876748
45.0,53.480698078391065,-2.2391944991127266,8.837264902671429,138.65889023511954
46.0,53.48062125467635,-2.2390481127070405,9.122809346364189,150.60228272681903
47.0,53.48050901352882,-2.239070409387566,9.429743565324225,166.99703936202724
48.0,53.48047176617342,-2.2389752367665294,9.206601250579089,181.8131382642464
49.0,53.480425185191606,-2.239041029491555,9.32038076679849,192.8590566905373
50.0,53.480303094326715,-2.239122621288363,8.648529146094644,211.9877592157792
51.0,53.48027001403386,-2.2392309807027915,9.061183558559765,225.9004049152066
52.0,53.48020229942166,-2.23927534123293,9.107721531622696,237.46274045145068
53.0,53.480203357941974,-2.2395179517960497,9.326669311938675,241.44687935290668
54.0,53.48016340397952,-2.239584025656067,5.814173001855362,242.14395087133917
55.0,53.48015744576244,-2.2396467731230993,3.170635828006859,241.95318986025148
56.0,53.48013849511654,-2.239498769307155,0.12884139271349349,242.10370738242003
57.0,53.4801849047783,-2.2395970769032516,0.0,237.17976727252977
58.0,53.480112998401694,-2.2396419906041163,0.0,239.50500661116237
59.0,53.480113968020866,-2.239604655182582,0.13340124295080005,238.90856558119253
60.0,53.48010470844823,-2.239428418989577,0.0,240.1085815162596
61.0,53.48014792881063,-2.2395858403369995,0.0,240.2124999797186
